29,5,448
29,11,480
29,12,480
29,6,496
29,13,520
29,8,560
29,17,880
30,1,0
30,2,256
30,3,368
30,4,416
30,5,448
30,11,480
30,12,480
30,6,496
30,13,520
30,8,560
30,14,880
31,1,0
31,2,256
31,3,368
31,4,416
31,5,448
31,11,480
31,12,480
31,6,496
31,13,520
31,8,560
31,15,880
31,19,944
32,1,0
32,2,256
32,3,368
32,4,416
32,5,448
32,11,480
32,12,480
32,6,496
32,13,520
32,8,560
32,15,880
32,20,944
33,1,0
33,2,256
33,3,368
33,4,416
33,5,448
33,11,480
33,12,480
33,6,496
33,13,520
33,8,560
33,15,880
33,21,944
34,1,0
34,2,256
34,3,368
34,4,416
34,5,448
34,11,480
34,12,480
34,6,496
34,13,520
34,8,560
34,15,880
34,22,944
34,24,1008
35,1,0
35,2,256
35,3,368
35,4,416
35,5,448
35,11,480
35,12,480
35,6,496
35,13,520
35,8,560
35,15,880
35,22,944
36,1,0
36,2,256
36,3,368
36,4,416
36,5,448
36,11,480
36,12,480
36,6,496
36,13,520
36,8,560
36,15,880
37,1,0
37,2,256
37,3,368
37,4,416
37,5,448
37,11,480
37,12,480
37,6,496
37,13,520
37,8,560
37,16,880
37,23,912
38,1,0
38,2,256
38,3,368
38,4,416
38,5,448
38,11,480
38,12,480
38,6,496
38,13,520
38,8,560
38,16,880
39,1,0
39,2,256
39,3,368
39,4,416
39,5,448
39,11,480
39,12,480
39,6,496
39,13,520
39,8,560
40,1,0
40,2,256
40,3,368
40,4,416
40,5,448
40,11,480
40,12,480
40,6,496
40,13,520
40,9,560
41,1,0
41,2,256
41,3,368
41,4,416
41,5,448
41,11,480
41,12,480
41,6,496
41,13,520
41,10,560
42,1,0
42,2,256
42,3,368
42,4,416
42,5,448
42,11,480
42,12,480
42,6,496
42,13,520
43,1,0
43,2,256
43,3,368
43,4,416
43,5,448
43,11,480
43,12,480
43,6,496
44,1,0
44,2,256
44,3,368
44,4,416
44,5,448
44,11,480
44,12,480
44,7,496
44,14,784
45,1,0
45,2,256
45,3,368
45,4,416
45,5,448
45,11,480
45,12,480
45,7,496
45,15,912
45,19,976
46,1,0
46,2,256
46,3,368
46,4,416
46,5,448
46,11,480
46,12,480
46,7,496
46,15,944
46,20,1008
47,1,0
47,2,256
47,3,368
47,4,416
47,5,448
47,11,480
47,12,480
47,7,496
47,15,656
47,21,720
48,1,0
48,2,256
48,3,368
48,4,416
48,5,448
48,11,480
48,12,480
48,7,496
48,15,848
48,22,912
48,24,976
49,1,0
49,2,256
49,3,368
49,4,416
49,5,448
49,11,480
49,12,480
49,7,496
49,15,880
49,22,944
50,1,0
50,2,256
50,3,368
50,4,416
50,5,448
50,11,480
50,12,480
50,7,496
50,15,816
51,1,0
51,2,256
51,3,368
51,4,416
51,5,448
51,11,480
51,12,480
51,7,496
51,16,816
51,23,848
52,1,0
52,2,256
52,3,368
52,4,416
52,5,448
52,11,480
52,12,480
52,7,496
52,16,976
53,1,0
53,2,256
53,3,368
53,4,416
53,5,448
53,11,480
53,12,480
53,7,496
54,1,0
54,2,256
54,3,368
54,4,416
54,5,448
54,11,480
54,12,480
54,8,496
54,17,816
54,18,1056
54,14,1296
55,1,0
55,2,256
55,3,368
55,4,416
55,5,448
55,11,480
55,12,480
55,8,496
55,17,816
55,18,1056
55,15,1232
55,19,1296
56,1,0
56,2,256
56,3,368
56,4,416
56,5,448
56,11,480
56,12,480
56,8,496
56,17,816
56,18,992
56,15,1232
56,20,1296
57,1,0
57,2,256
57,3,368
57,4,416
57,5,448
57,11,480
57,12,480
57,8,496
57,17,816
57,18,928
57,15,1040
57,21,1104
58,1,0
58,2,256
58,3,368
58,4,416
58,5,448
58,11,480
58,12,480
58,8,496
58,17,816
58,18,864
58,15,1104
58,22,1168
58,24,1232
59,1,0
59,2,256
59,3,368
59,4,416
59,5,448
59,11,480
59,12,480
59,8,496
59,17,816
59,18,1056
59,15,1296
59,22,1360
60,1,0
60,2,256
60,3,368
60,4,416
60,5,448
60,11,480
60,12,480
60,8,496
60,17,816
60,18,992
60,15,1104
61,1,0
61,2,256
61,3,368
61,4,416
61,5,448
61,11,480
61,12,480
61,8,496
61,17,816
61,18,1056
61,16,1296
61,23,1328
62,1,0
62,2,256
62,3,368
62,4,416
62,5,448
62,11,480
62,12,480
62,8,496
62,17,816
62,18,1056
62,16,1168
63,1,0
63,2,256
63,3,368
63,4,416
63,5,448
63,11,480
63,12,480
63,8,496
63,17,816
63,18,928
64,1,0
64,2,256
64,3,368
64,4,416
64,5,448
64,11,480
64,12,480
64,8,496
64,17,816
64,14,928
65,1,0
65,2,256
65,3,368
65,4,416
65,5,448
65,11,480
65,12,480
65,8,496
65,17,816
65,15,1056
65,19,1120
66,1,0
66,2,256
66,3,368
66,4,416
66,5,448
66,11,480
66,12,480
66,8,496
66,17,816
66,15,864
66,20,928
67,1,0
67,2,256
67,3,368
67,4,416
67,5,448
67,11,480
67,12,480
67,8,496
67,17,816
67,15,992
67,21,1056
68,1,0
68,2,256
68,3,368
68,4,416
68,5,448
68,11,480
68,12,480
68,8,496
68,17,816
68,15,928
68,22,992
68,24,1056
69,1,0
69,2,256
69,3,368
69,4,416
69,5,448
69,11,480
69,12,480
69,8,496
69,17,816
69,15,1056
69,22,1120
70,1,0
70,2,256
70,3,368
70,4,416
70,5,448
70,11,480
70,12,480
70,8,496
70,17,816
70,15,928
71,1,0
71,2,256
71,3,368
71,4,416
71,5,448
71,11,480
71,12,480
71,8,496
71,17,816
71,16,928
71,23,960
72,1,0
72,2,256
72,3,368
72,4,416
72,5,448
72,11,480
72,12,480
72,8,496
72,17,816
72,16,864
73,1,0
73,2,256
73,3,368
73,4,416
73,5,448
73,11,480
73,12,480
73,8,496
73,17,816
74,1,0
74,2,256
74,3,368
74,4,416
74,5,448
74,11,480
74,12,480
74,8,496
74,14,816
75,1,0
75,2,256
75,3,368
75,4,416
75,5,448
75,11,480
75,12,480
75,8,496
75,15,816
75,19,880
76,1,0
76,2,256
76,3,368
76,4,416
76,5,448
76,11,480
76,12,480
76,8,496
76,15,816
76,20,880
77,1,0
77,2,256
77,3,368
77,4,416
77,5,448
77,11,480
77,12,480
77,8,496
77,15,816
77,21,880
78,1,0
78,2,256
78,3,368
78,4,416
78,5,448
78,11,480
78,12,480
78,8,496
78,15,816
78,22,880
78,24,944
79,1,0
79,2,256
79,3,368
79,4,416
79,5,448
79,11,480
79,12,480
79,8,496
79,15,816
79,22,880
80,1,0
80,2,256
80,3,368
80,4,416
80,5,448
80,11,480
80,12,480
80,8,496
80,15,816
81,1,0
81,2,256
81,3,368
81,4,416
81,5,448
81,11,480
81,12,480
81,8,496
81,16,816
81,23,848
82,1,0
82,2,256
82,3,368
82,4,416
82,5,448
82,11,480
82,12,480
82,8,496
82,16,816
83,1,0
83,2,256
83,3,368
83,4,416
83,5,448
83,11,480
83,12,480
83,8,496
84,1,0
84,2,256
84,3,368
84,4,416
84,5,448
84,11,480
84,12,480
84,9,496
85,1,0
85,2,256
85,3,368
85,4,416
85,5,448
85,11,480
85,12,480
85,10,496
86,1,0
86,2,256
86,3,368
86,4,416
86,5,448
86,11,480
86,12,480
87,1,0
87,2,256
87,3,368
87,4,416
87,5,448
88,1,0
88,2,256
88,3,368
88,4,416
88,6,448
88,13,472
88,7,512
88,14,704
89,1,0
89,2,256
89,3,368
89,4,416
89,6,448
89,13,472
89,7,512
89,15,992
89,19,1056
90,1,0
90,2,256
90,3,368
90,4,416
90,6,448
90,13,472
90,7,512
90,15,800
90,20,864
91,1,0
91,2,256
91,3,368
91,4,416
91,6,448
91,13,472
91,7,512
91,15,832
91,21,896
92,1,0
92,2,256
92,3,368
92,4,416
92,6,448
92,13,472
92,7,512
92,15,864
92,22,928
92,24,992
93,1,0
93,2,256
93,3,368
93,4,416
93,6,448
93,13,472
93,7,512
93,15,992
93,22,1056
94,1,0
94,2,256
94,3,368
94,4,416
94,6,448
94,13,472
94,7,512
94,15,896
95,1,0
95,2,256
95,3,368
95,4,416
95,6,448
95,13,472
95,7,512
95,16,736
95,23,768
96,1,0
96,2,256
96,3,368
96,4,416
96,6,448
96,13,472
96,7,512
96,16,768
97,1,0
97,2,256
97,3,368
97,4,416
97,6,448
97,13,472
97,7,512
98,1,0
98,2,256
98,3,368
98,4,416
98,6,448
98,13,472
98,8,512
98,17,832
98,18,880
98,14,928
99,1,0
99,2,256
99,3,368
99,4,416
99,6,448
99,13,472
99,8,512
99,17,832
99,18,944
99,15,1056
99,19,1120
100,1,0
100,2,256
100,3,368
100,4,416
100,6,448
100,13,472
100,8,512
100,17,832
100,18,944
100,15,1056
100,20,1120
101,1,0
101,2,256
101,3,368
101,4,416
101,6,448
101,13,472
101,8,512
101,17,832
101,18,1072
101,15,1312
101,21,1376
102,1,0
102,2,256
102,3,368
102,4,416
102,6,448
102,13,472
102,8,512
102,17,832
102,18,880
102,15,992
102,22,1056
102,24,1120
103,1,0
103,2,256
103,3,368
103,4,416
103,6,448
103,13,472
103,8,512
103,17,832
103,18,944
103,15,1184
103,22,1248
104,1,0
104,2,256
104,3,368
104,4,416
104,6,448
104,13,472
104,8,512
104,17,832
104,18,880
104,15,1056
105,1,0
105,2,256
105,3,368
105,4,416
105,6,448
105,13,472
105,8,512
105,17,832
105,18,1008
105,16,1056
105,23,1088
106,1,0
106,2,256
106,3,368
106,4,416
106,6,448
106,13,472
106,8,512
106,17,832
106,18,944
106,16,1120
107,1,0
107,2,256
107,3,368
107,4,416
107,6,448
107,13,472
107,8,512
107,17,832
107,18,1008
108,1,0
108,2,256
108,3,368
108,4,416
108,6,448
108,13,472
108,8,512
108,17,832
108,14,1072
109,1,0
109,2,256
109,3,368
109,4,416
109,6,448
109,13,472
109,8,512
109,17,832
109,15,944
109,19,1008
110,1,0
110,2,256
110,3,368
110,4,416
110,6,448
110,13,472
110,8,512
110,17,832
110,15,880
110,20,944
111,1,0
111,2,256
111,3,368
111,4,416
111,6,448
111,13,472
111,8,512
111,17,832
111,15,880
111,21,944
112,1,0
112,2,256
112,3,368
112,4,416
112,6,448
112,13,472
112,8,512
112,17,832
112,15,1072
112,22,1136
112,24,1200
113,1,0
113,2,256
113,3,368
113,4,416
113,6,448
113,13,472
113,8,512
113,17,832
113,15,944
113,22,1008
114,1,0
114,2,256
114,3,368
114,4,416
114,6,448
114,13,472
114,8,512
114,17,832
114,15,1072
115,1,0
115,2,256
115,3,368
115,4,416
115,6,448
115,13,472
115,8,512
115,17,832
115,16,944
115,23,976
116,1,0
116,2,256
116,3,368
116,4,416
116,6,448
116,13,472
116,8,512
116,17,832
116,16,944
117,1,0
117,2,256
117,3,368
117,4,416
117,6,448
117,13,472
117,8,512
117,17,832
118,1,0
118,2,256
118,3,368
118,4,416
118,6,448
118,13,472
118,8,512
118,14,832
119,1,0
119,2,256
119,3,368
119,4,416
119,6,448
119,13,472
119,8,512
119,15,832
119,19,896
120,1,0
120,2,256
120,3,368
120,4,416
120,6,448
120,13,472
120,8,512
120,15,832
120,20,896
121,1,0
121,2,256
121,3,368
121,4,416
121,6,448
121,13,472
121,8,512
121,15,832
121,21,896
122,1,0
122,2,256
122,3,368
122,4,416
122,6,448
122,13,472
122,8,512
122,15,832
122,22,896
122,24,960
123,1,0
123,2,256
123,3,368
123,4,416
123,6,448
123,13,472
123,8,512
123,15,832
123,22,896
124,1,0
124,2,256
124,3,368
124,4,416
124,6,448
124,13,472
124,8,512
124,15,832
125,1,0
125,2,256
125,3,368
125,4,416
125,6,448
125,13,472
125,8,512
125,16,832
125,23,864
126,1,0
126,2,256
126,3,368
126,4,416
126,6,448
126,13,472
126,8,512
126,16,832
127,1,0
127,2,256
127,3,368
127,4,416
127,6,448
127,13,472
127,8,512
128,1,0
128,2,256
128,3,368
128,4,416
128,6,448
128,13,472
128,9,512
129,1,0
129,2,256
129,3,368
129,4,416
129,6,448
129,13,472
129,10,512
130,1,0
130,2,256
130,3,368
130,4,416
130,6,448
130,13,472
131,1,0
131,2,256
131,3,368
131,4,416
131,6,448
132,1,0
132,2,256
132,3,368
132,4,416
132,7,448
132,14,736
133,1,0
133,2,256
133,3,368
133,4,416
133,7,448
133,15,800
133,19,864
134,1,0
134,2,256
134,3,368
134,4,416
134,7,448
134,15,640
134,20,704
135,1,0
135,2,256
135,3,368
135,4,416
135,7,448
135,15,672
135,21,736
136,1,0
136,2,256
136,3,368
136,4,416
136,7,448
136,15,896
136,22,960
136,24,1024
137,1,0
137,2,256
137,3,368
137,4,416
137,7,448
137,15,672
137,22,736
138,1,0
138,2,256
138,3,368
138,4,416
138,7,448
138,15,896
139,1,0
139,2,256
139,3,368
139,4,416
139,7,448
139,16,608
139,23,640
140,1,0
140,2,256
140,3,368
140,4,416
140,7,448
140,16,832
141,1,0
141,2,256
141,3,368
141,4,416
141,7,448
142,1,0
142,2,256
142,3,368
142,4,416
142,8,448
142,17,768
142,18,1008
142,14,1184
143,1,0
143,2,256
143,3,368
143,4,416
143,8,448
143,17,768
143,18,880
143,15,1120
143,19,1184
144,1,0
144,2,256
144,3,368
144,4,416
144,8,448
144,17,768
144,18,816
144,15,992
144,20,1056
145,1,0
145,2,256
145,3,368
145,4,416
145,8,448
145,17,768
145,18,944
145,15,1184
145,21,1248
146,1,0
146,2,256
146,3,368
146,4,416
146,8,448
146,17,768
146,18,880
146,15,992
146,22,1056
146,24,1120
147,1,0
147,2,256
147,3,368
147,4,416
147,8,448
147,17,768
147,18,880
147,15,928
147,22,992
148,1,0
148,2,256
148,3,368
148,4,416
148,8,448
148,17,768
148,18,816
148,15,928
149,1,0
149,2,256
149,3,368
149,4,416
149,8,448
149,17,768
149,18,944
149,16,1184
149,23,1216
150,1,0
150,2,256
150,3,368
150,4,416
150,8,448
150,17,768
150,18,816
150,16,928
151,1,0
151,2,256
151,3,368
151,4,416
151,8,448
151,17,768
151,18,880
152,1,0
152,2,256
152,3,368
152,4,416
152,8,448
152,17,768
152,14,1008
153,1,0
153,2,256
153,3,368
153,4,416
153,8,448
153,17,768
153,15,944
153,19,1008
154,1,0
154,2,256
154,3,368
154,4,416
154,8,448
154,17,768
154,15,816
154,20,880
155,1,0
155,2,256
155,3,368
155,4,416
155,8,448
155,17,768
155,15,816
155,21,880
156,1,0
156,2,256
156,3,368
156,4,416
156,8,448
156,17,768
156,15,944
156,22,1008
156,24,1072
157,1,0
157,2,256
157,3,368
157,4,416
157,8,448
157,17,768
157,15,944
157,22,1008
158,1,0
158,2,256
158,3,368
158,4,416
158,8,448
158,17,768
158,15,816
159,1,0
159,2,256
159,3,368
159,4,416
159,8,448
159,17,768
159,16,944
159,23,976
160,1,0
160,2,256
160,3,368
160,4,416
160,8,448
160,17,768
160,16,1008
161,1,0
161,2,256
161,3,368
161,4,416
161,8,448
161,17,768
162,1,0
162,2,256
162,3,368
162,4,416
162,8,448
162,14,768
163,1,0
163,2,256
163,3,368
163,4,416
163,8,448
163,15,768
163,19,832
164,1,0
164,2,256
164,3,368
164,4,416
164,8,448
164,15,768
164,20,832
165,1,0
165,2,256
165,3,368
165,4,416
165,8,448
165,15,768
165,21,832
166,1,0
166,2,256
166,3,368
166,4,416
166,8,448
166,15,768
166,22,832
166,24,896
167,1,0
167,2,256
167,3,368
167,4,416
167,8,448
167,15,768
167,22,832
168,1,0
168,2,256
168,3,368
168,4,416
168,8,448
168,15,768
169,1,0
169,2,256
169,3,368
169,4,416
169,8,448
169,16,768
169,23,800
170,1,0
170,2,256
170,3,368
170,4,416
170,8,448
170,16,768
171,1,0
171,2,256
171,3,368
171,4,416
171,8,448
172,1,0
172,2,256
172,3,368
172,4,416
172,9,448
173,1,0
173,2,256
173,3,368
173,4,416
173,10,448
174,1,0
174,2,256
174,3,368
174,4,416
175,1,0
175,2,256
175,3,368
175,5,416
175,11,448
175,12,448
175,6,464
175,13,488
175,7,528
175,14,944
176,1,0
176,2,256
176,3,368
176,5,416
176,11,448
176,12,448
176,6,464
176,13,488
176,7,528
176,15,720
176,19,784
177,1,0
177,2,256
177,3,368
177,5,416
177,11,448
177,12,448
177,6,464
177,13,488
177,7,528
177,15,880
177,20,944
178,1,0
178,2,256
178,3,368
178,5,416
178,11,448
178,12,448
178,6,464
178,13,488
178,7,528
178,15,944
178,21,1008
179,1,0
179,2,256
179,3,368
179,5,416
179,11,448
179,12,448
179,6,464
179,13,488
179,7,528
179,15,752
179,22,816
179,24,880
180,1,0
180,2,256
180,3,368
180,5,416
180,11,448
180,12,448
180,6,464
180,13,488
180,7,528
180,15,880
180,22,944
181,1,0
181,2,256
181,3,368
181,5,416
181,11,448
181,12,448
181,6,464
181,13,488
181,7,528
181,15,912
182,1,0
182,2,256
182,3,368
182,5,416
182,11,448
182,12,448
182,6,464
182,13,488
182,7,528
182,16,688
182,23,720
183,1,0
183,2,256
183,3,368
183,5,416
183,11,448
183,12,448
183,6,464
183,13,488
183,7,528
183,16,1008
184,1,0
184,2,256
184,3,368
184,5,416
184,11,448
184,12,448
184,6,464
184,13,488
184,7,528
185,1,0
185,2,256
185,3,368
185,5,416
185,11,448
185,12,448
185,6,464
185,13,488
185,8,528
185,17,848
185,18,896
185,14,1136
186,1,0
186,2,256
186,3,368
186,5,416
186,11,448
186,12,448
186,6,464
186,13,488
186,8,528
186,17,848
186,18,1088
186,15,1264
186,19,1328
187,1,0
187,2,256
187,3,368
187,5,416
187,11,448
187,12,448
187,6,464
187,13,488
187,8,528
187,17,848
187,18,1024
187,15,1072
187,20,1136
188,1,0
188,2,256
188,3,368
188,5,416
188,11,448
188,12,448
188,6,464
188,13,488
188,8,528
188,17,848
188,18,1024
188,15,1072
188,21,1136
189,1,0
189,2,256
189,3,368
189,5,416
189,11,448
189,12,448
189,6,464
189,13,488
189,8,528
189,17,848
189,18,1024
189,15,1200
189,22,1264
189,24,1328
190,1,0
190,2,256
190,3,368
190,5,416
190,11,448
190,12,448
190,6,464
190,13,488
190,8,528
190,17,848
190,18,896
190,15,944
190,22,1008
191,1,0
191,2,256
191,3,368
191,5,416
191,11,448
191,12,448
191,6,464
191,13,488
191,8,528
191,17,848
191,18,1024
191,15,1072
192,1,0
192,2,256
192,3,368
192,5,416
192,11,448
192,12,448
192,6,464
192,13,488
192,8,528
192,17,848
192,18,1088
192,16,1264
192,23,1296
193,1,0
193,2,256
193,3,368
193,5,416
193,11,448
193,12,448
193,6,464
193,13,488
193,8,528
193,17,848
193,18,1088
193,16,1200
194,1,0
194,2,256
194,3,368
194,5,416
194,11,448
194,12,448
194,6,464
194,13,488
194,8,528
194,17,848
194,18,1088
195,1,0
195,2,256
195,3,368
195,5,416
195,11,448
195,12,448
195,6,464
195,13,488
195,8,528
195,17,848
195,14,1024
196,1,0
196,2,256
196,3,368
196,5,416
196,11,448
196,12,448
196,6,464
196,13,488
196,8,528
196,17,848
196,15,1088
196,19,1152
197,1,0
197,2,256
197,3,368
197,5,416
197,11,448
197,12,448
197,6,464
197,13,488
197,8,528
197,17,848
197,15,896
197,20,960
198,1,0
198,2,256
198,3,368
198,5,416
198,11,448
198,12,448
198,6,464
198,13,488
198,8,528
198,17,848
198,15,1024
198,21,1088
199,1,0
199,2,256
199,3,368
199,5,416
199,11,448
199,12,448
199,6,464
199,13,488
199,8,528
199,17,848
199,15,960
199,22,1024
199,24,1088
200,1,0
200,2,256
200,3,368
200,5,416
200,11,448
200,12,448
200,6,464
200,13,488
200,8,528
200,17,848
200,15,960
200,22,1024
201,1,0
201,2,256
201,3,368
201,5,416
201,11,448
201,12,448
201,6,464
201,13,488
201,8,528
201,17,848
201,15,896
202,1,0
202,2,256
202,3,368
202,5,416
202,11,448
202,12,448
202,6,464
202,13,488
202,8,528
202,17,848
202,16,1024
202,23,1056
203,1,0
203,2,256
203,3,368
203,5,416
203,11,448
203,12,448
203,6,464
203,13,488
203,8,528
203,17,848
203,16,1024
204,1,0
204,2,256
204,3,368
204,5,416
204,11,448
204,12,448
204,6,464
204,13,488
204,8,528
204,17,848
205,1,0
205,2,256
205,3,368
205,5,416
205,11,448
205,12,448
205,6,464
205,13,488
205,8,528
205,14,848
206,1,0
206,2,256
206,3,368
206,5,416
206,11,448
206,12,448
206,6,464
206,13,488
206,8,528
206,15,848
206,19,912
207,1,0
207,2,256
207,3,368
207,5,416
207,11,448
207,12,448
207,6,464
207,13,488
207,8,528
207,15,848
207,20,912
208,1,0
208,2,256
208,3,368
208,5,416
208,11,448
208,12,448
208,6,464
208,13,488
208,8,528
208,15,848
208,21,912
209,1,0
209,2,256
209,3,368
209,5,416
209,11,448
209,12,448
209,6,464
209,13,488
209,8,528
209,15,848
209,22,912
209,24,976
210,1,0
210,2,256
210,3,368
210,5,416
210,11,448
210,12,448
210,6,464
210,13,488
210,8,528
210,15,848
210,22,912
211,1,0
211,2,256
211,3,368
211,5,416
211,11,448
211,12,448
211,6,464
211,13,488
211,8,528
211,15,848
212,1,0
212,2,256
212,3,368
212,5,416
212,11,448
212,12,448
212,6,464
212,13,488
212,8,528
212,16,848
212,23,880
213,1,0
213,2,256
213,3,368
213,5,416
213,11,448
213,12,448
213,6,464
213,13,488
213,8,528
213,16,848
214,1,0
214,2,256
214,3,368
214,5,416
214,11,448
214,12,448
214,6,464
214,13,488
214,8,528
215,1,0
215,2,256
215,3,368
215,5,416
215,11,448
215,12,448
215,6,464
215,13,488
215,9,528
216,1,0
216,2,256
216,3,368
216,5,416
216,11,448
216,12,448
216,6,464
216,13,488
216,10,528
217,1,0
217,2,256
217,3,368
217,5,416
217,11,448
217,12,448
217,6,464
217,13,488
218,1,0
218,2,256
218,3,368
218,5,416
218,11,448
218,12,448
218,6,464
219,1,0
219,2,256
219,3,368
219,5,416
219,11,448
219,12,448
219,7,464
219,14,816
220,1,0
220,2,256
220,3,368
220,5,416
220,11,448
220,12,448
220,7,464
220,15,784
220,19,848
221,1,0
221,2,256
221,3,368
221,5,416
221,11,448
221,12,448
221,7,464
221,15,880
221,20,944
222,1,0
222,2,256
222,3,368
222,5,416
222,11,448
222,12,448
222,7,464
222,15,912
222,21,976
223,1,0
223,2,256
223,3,368
223,5,416
223,11,448
223,12,448
223,7,464
223,15,816
223,22,880
223,24,944
224,1,0
224,2,256
224,3,368
224,5,416
224,11,448
224,12,448
224,7,464
224,15,656
224,22,720
225,1,0
225,2,256
225,3,368
225,5,416
225,11,448
225,12,448
225,7,464
225,15,912
226,1,0
226,2,256
226,3,368
226,5,416
226,11,448
226,12,448
226,7,464
226,16,848
226,23,880
227,1,0
227,2,256
227,3,368
227,5,416
227,11,448
227,12,448
227,7,464
227,16,784
228,1,0
228,2,256
228,3,368
228,5,416
228,11,448
228,12,448
228,7,464
229,1,0
229,2,256
229,3,368
229,5,416
229,11,448
229,12,448
229,8,464
229,17,784
229,18,960
229,14,1200
230,1,0
230,2,256
230,3,368
230,5,416
230,11,448
230,12,448
230,8,464
230,17,784
230,18,1024
230,15,1072
230,19,1136
231,1,0
231,2,256
231,3,368
231,5,416
231,11,448
231,12,448
231,8,464
231,17,784
231,18,1024
231,15,1200
231,20,1264
232,1,0
232,2,256
232,3,368
232,5,416
232,11,448
232,12,448
232,8,464
232,17,784
232,18,896
232,15,1136
232,21,1200
233,1,0
233,2,256
233,3,368
233,5,416
233,11,448
233,12,448
233,8,464
233,17,784
233,18,1024
233,15,1072
233,22,1136
